account_cd,account_nm,list_nm,list_no
B21,수수료지급비용_원화지급수수료,연결손익계산서,SA024
B22,수수료지급비용_외화지급수수료,연결손익계산서,SA024
B23,수수료지급비용_금지급수수료,연결손익계산서,SA024
B3,기타영업비용,연결손익계산서,SA024
B31,기타영업비용_단기매매증권관련비용,연결손익계산서,SA024
B37,기타영업비용_당기손익인식증권관련비용,연결손익계산서,SA024
B32,기타영업비용_매도가능증권관련비용,연결손익계산서,SA024
B33,기타영업비용_만기보유증권관련비용,연결손익계산서,SA024
B34,기타영업비용_대손상각비,연결손익계산서,SA024
B35,기타영업비용_판매비와 관리비,연결손익계산서,SA024
B36,기타영업비용_기타비용,연결손익계산서,SA024
C,영업이익,연결손익계산서,SA024
D,영업외수익,연결손익계산서,SA024
E,영업외비용,연결손익계산서,SA024
F,법인세비용차감전순이익,연결손익계산서,SA024
G,법인세비용,연결손익계산서,SA024
H,총당기순이익,연결손익계산서,SA024
I,외부주주지분순이익,연결손익계산서,SA024
J,연결당기순이익,연결손익계산서,SA024
K,연결기타포괄손익(법인세차감전),연결손익계산서,SA024
L,기타포괄손익관련법인세비용,연결손익계산서,SA024
N,외부주주지분기타포괄손익,연결손익계산서,SA024
O,세후연결총포괄이익,연결손익계산서,SA024
A,이자순수익,이자부문,SA029
B,이자수익,이자부문,SA029
B1,이자수익_예치금이자,이자부문,SA029
B2,이자수익_유가증권이자,이자부문,SA029
B3,이자수익_대출채권이자,이자부문,SA029
B4,이자수익_기타이자수익,이자부문,SA029
C,이자비용,이자부문,SA029
C1,이자비용_예수금이자,이자부문,SA029
C2,이자비용_차입금이자,이자부문,SA029
C3,이자비용_사채이자,이자부문,SA029
C4,이자비용_기타이자비용,이자부문,SA029
A,수수료순수익,수수료부문,SA030
B,수수료수익,수수료부문,SA030
B1,수수료수익_수입수수료,수수료부문,SA030
B2,수수료수익_수입보증료,수수료부문,SA030
B3,수수료수익_중도해지수수료,수수료부문,SA030
B4,수수료수익_기타수입수수료,수수료부문,SA030
C,수수료비용,수수료부문,SA030
C1,수수료비용_지급수수료,수수료부문,SA030
C2,수수료비용_신용카드관련수수료,수수료부문,SA030
A,신탁(은행계정) 관련 손익,신탁부문,SA031
A1,신탁업무운용수익,신탁부문,SA031
A2,신탁업무운용손실,신탁부문,SA031
A,유가증권 손익,유가증권 및 외환부문,SA032
A1,처분·평가·배당수익,유가증권 및 외환부문,SA032
A2,처분·평가비용,유가증권 및 외환부문,SA032
B,외환관련 손익,유가증권 및 외환부문,SA032
B1,외환거래이익,유가증권 및 외환부문,SA032
B2,외환거래손실,유가증권 및 외환부문,SA032
A,판매비와 관리비,판매비와 관리비,SA033
A1,급여,판매비와 관리비,SA033
A2,퇴직급여,판매비와 관리비,SA033
A3,복리후생비,판매비와 관리비,SA033
A4,임차료,판매비와 관리비,SA033
A5,기타 판매·관리비,판매비와 관리비,SA033
A,은행계정,은행계정,SA034
A1,통안증권,은행계정,SA034
A2,국채,은행계정,SA034
A3,지방채,은행계정,SA034
A4,사채,은행계정,SA034
A5,주식,은행계정,SA034
A6,외화증권,은행계정,SA034
A7,수익증권,은행계정,SA034
A8,기타,은행계정,SA034
A,신탁계정,신탁계정,SA035
A1,금융채,신탁계정,SA035
A2,국채,신탁계정,SA035
A3,지방채,신탁계정,SA035
A4,사채,신탁계정,SA035
A5,주식,신탁계정,SA035
A6,외화증권,신탁계정,SA035
A7,수익증권,신탁계정,SA035
A8,기타,신탁계정,SA035
A,당기손익인식증권 계,당기손익인식증권,SA036
A1,통안증권,당기손익인식증권,SA036
A2,국채,당기손익인식증권,SA036
A3,지방채,당기손익인식증권,SA036
A4,사채,당기손익인식증권,SA036
A5,주식,당기손익인식증권,SA036
A6,외화증권,당기손익인식증권,SA036
A7,수익증권,당기손익인식증권,SA036
A8,기타,당기손익인식증권,SA036
A,매도가능증권 계,매도가능증권,SA037
A1,통안증권,매도가능증권,SA037
A2,국채,매도가능증권,SA037
A3,지방채,매도가능증권,SA037
A4,사채,매도가능증권,SA037
A5,주식,매도가능증권,SA037
A6,외화증권,매도가능증권,SA037
A7,수익증권,매도가능증권,SA037
A8,기타,매도가능증권,SA037
A,만기보유증권 계,만기보유증권,SA038
A1,통안증권,만기보유증권,SA038
A2,국채,만기보유증권,SA038
A3,지방채,만기보유증권,SA038
A4,사채,만기보유증권,SA038
A5,외화증권,만기보유증권,SA038
A6,수익증권,만기보유증권,SA038
A7,기타,만기보유증권,SA038
A,자회사등 투자지분,자회사등 투자지분,SA039
A1,원화투자주식,자회사등 투자지분,SA039
A2,외화투자주식,자회사등 투자지분,SA039
A3,출자금,자회사등 투자지분,SA039
A,은행계정,대출금 운용(형태별 대출금),SA043
A1,은행계정_원화대출금,대출금 운용(형태별 대출금),SA043
A2,은행계정_외화대출금,대출금 운용(형태별 대출금),SA043
A3,은행계정_내국수입유산스,대출금 운용(형태별 대출금),SA043
A4,은행계정_지급보증 대지급금,대출금 운용(형태별 대출금),SA043
B,신탁대출금,대출금 운용(형태별 대출금),SA043
C,대출금 총계,대출금 운용(형태별 대출금),SA043
A,기업대출금 계,업종별 기업대출금,SA044
A1,농림어업,업종별 기업대출금,SA044
A2,제조업,업종별 기업대출금,SA044
A3,건설업,업종별 기업대출금,SA044
A4,도·소매업,업종별 기업대출금,SA044
A41,운수업,업종별 기업대출금,SA044
A5,숙박·음식업,업종별 기업대출금,SA044
A51,통신업,업종별 기업대출금,SA044
A52,부동산및임대업,업종별 기업대출금,SA044
A6,기타,업종별 기업대출금,SA044
A,기업자금,용도별 원화대출금,SA045
A1,기업자금_운전자금,용도별 원화대출금,SA045
A2,기업자금_시설자금,용도별 원화대출금,SA045
A3,기업자금_특별자금,용도별 원화대출금,SA045
B,가계자금,용도별 원화대출금,SA045
C,기타,용도별 원화대출금,SA045
D,계,용도별 원화대출금,SA045
A,담보,담보별 원화대출금,SA046
A1,담보_부동산,담보별 원화대출금,SA046
A2,담보_동산,담보별 원화대출금,SA046
A3,담보_유가증권,담보별 원화대출금,SA046
A4,담보_예금,담보별 원화대출금,SA046
A5,담보_기타,담보별 원화대출금,SA046
B,보증,담보별 원화대출금,SA046
C,신용,담보별 원화대출금,SA046
D,계,담보별 원화대출금,SA046
A,기업자금,여신종별 원화대출금,SA047
A1,기업자금_대기업,여신종별 원화대출금,SA047
A2,기업자금_중소기업,여신종별 원화대출금,SA047
B,가계자금,여신종별 원화대출금,SA047
B1,가계자금_주택담보,여신종별 원화대출금,SA047
B2,가계자금_신용대출 등,여신종별 원화대출금,SA047
C,공공 및 기타자금 대출,여신종별 원화대출금,SA047
D,원화대출금(은행간 대여금 제외),여신종별 원화대출금,SA047
A,BIS기준 자기자본비율,자본적정성,SA014
A1,기본자본비율,자본적정성,SA014
A2,보통주자본비율,자본적정성,SA014
B,자기자본합계,자본적정성,SA014
B0,자기자본합계_보통주자본,자본적정성,SA014
B1,자기자본합계_기본자본,자본적정성,SA014
B2,자기자본합계_보완자본,자본적정성,SA014
B3,자기자본합계_공제항목,자본적정성,SA014
C,위험가중자산합계,자본적정성,SA014
C1,위험가중자산합계_시장리스크기준,자본적정성,SA014
C2,위험가중자산합계_신용_운영 리스크기준,자본적정성,SA014
A,총여신,여신건전성,SA015
A11,총여신_은행계정,여신건전성,SA015
A12,총여신_신탁계정,여신건전성,SA015
A13,총여신_종금계정,여신건전성,SA015
B,건전성분류결과,여신건전성,SA015
B1,건전성분류결과_고정,여신건전성,SA015
B2,건전성분류결과_회수의문,여신건전성,SA015
B3,건전성분류결과_추정손실,여신건전성,SA015
B4,건전성분류결과_고정이하분류여신,여신건전성,SA015
C,고정이하여신비율,여신건전성,SA015
D,순고정이하여신비율,여신건전성,SA015
A1,실질총자산(평잔),수익성,SA017
A2,자기자본(평잔),수익성,SA017
A5,세후당기손익,수익성,SA017
A6,총자산순이익률(ROA),수익성,SA017
A7,자기자본순이익률(ROE),수익성,SA017
B,원화예대금리차,수익성,SA017
B1,원화대출채권평균이자율,수익성,SA017
B11,원화대출채권평균이자율_원화대출채권(평잔),수익성,SA017
B12,원화대출채권평균이자율_수입이자,수익성,SA017
B2,원화예수금 평균이자율,수익성,SA017
B21,원화예수금 평균이자율_원화예수금(평잔),수익성,SA017
B22,원화예수금 평균이자율_지급이자,수익성,SA017
C,명목순이자마진(NIM),수익성,SA017
A2,외화유동성비율,유동성,SA018
A21,외화유동성비율_유동성자산(백만달러),유동성,SA018
A22,외화유동성비율_유동성부채(백만달러),유동성,SA018
B1,업무용고정자산비율,유동성,SA018
B11,업무용고정자산비율_업무용고정자산,유동성,SA018
B12,업무용고정자산비율_자기자본,유동성,SA018
C1,유동성커버리지비율,유동성,SA018
C11,유동성커버리지비율_총 고유동성자산,유동성,SA018
C12,유동성커버리지비율_순현금유출액,유동성,SA018
D1,외화유동성커버리지비율,유동성,SA018
D11,외화유동성커버리지비율_총 고유동성자산(백만달러),유동성,SA018
D12,외화유동성커버리지비율_순현금유출액(백만달러),유동성,SA018
A1,직원1인당,생산성,SA019
A11,직원1인당_총자산,생산성,SA019
A12,직원1인당_예수금,생산성,SA019
A13,직원1인당_대출금,생산성,SA019
A2,점포당,생산성,SA019
A21,점포당_총자산,생산성,SA019
A22,점포당_예수금,생산성,SA019
A23,점포당_대출금,생산성,SA019
A,대손충당금 잔액,대손충당금 및 대손상각현황,SA025
B,기중 대손상각액,대손충당금 및 대손상각현황,SA025
A,총대출채권,연체율(원화대출금 및 신탁대출금 합계 기준),SA040
A1,총대출채권_대출잔액,연체율(원화대출금 및 신탁대출금 합계 기준),SA040
A2,총대출채권_연체대출잔액,연체율(원화대출금 및 신탁대출금 합계 기준),SA040
A3,총대출채권_연체율,연체율(원화대출금 및 신탁대출금 합계 기준),SA040
B,기업대출,연체율(원화대출금 및 신탁대출금 합계 기준),SA040
B1,기업대출_대출잔액,연체율(원화대출금 및 신탁대출금 합계 기준),SA040
B2,기업대출_연체대출잔액,연체율(원화대출금 및 신탁대출금 합계 기준),SA040
B3,기업대출_연체율,연체율(원화대출금 및 신탁대출금 합계 기준),SA040
C,가계대출,연체율(원화대출금 및 신탁대출금 합계 기준),SA040
C1,가계대출_대출잔액,연체율(원화대출금 및 신탁대출금 합계 기준),SA040
C2,가계대출_연체대출잔액,연체율(원화대출금 및 신탁대출금 합계 기준),SA040
C3,가계대출_연체율,연체율(원화대출금 및 신탁대출금 합계 기준),SA040
A,기업여신,여신종별 고정이하여신,SA041
A1,기업여신_대기업,여신종별 고정이하여신,SA041
A2,기업여신_중소기업,여신종별 고정이하여신,SA041
B,가계여신,여신종별 고정이하여신,SA041
A,대손충당금적립잔액,대손충당금 적립비율,SA042
B,대손충당금적립비율(총여신대비),대손충당금 적립비율,SA042
C,대손충당금적립비율(고정이하여신대비),대손충당금 적립비율,SA042
A,대출금,영업규모,SA027
A1,대출금_은행계정,영업규모,SA027
A2,대출금_신탁계정,영업규모,SA027
B,유가증권,영업규모,SA027
B1,유가증권_은행계정,영업규모,SA027
B2,유가증권_신탁계정,영업규모,SA027
C,총여신,영업규모,SA027
